,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
1585,1607,puss in boots: the last wish,3,5,3,2
1586,1608,treasure planet,3,5,17,27
1587,1609,tom &amp; jerry,3,5,3,2
1588,1610,against the ice,5,0,2,147
1589,1611,the call of the wild,5,0,17,96
1590,1612,the twilight saga: new moon,5,0,15,90
1591,1613,australia,5,0,4,143
1592,1614,dolittle,5,6,17,13
1593,1615,hopper et le hamster des ténèbres,3,5,3,2
1594,1616,cars 3,3,5,3,2
1595,1617,the lost city of z,5,13,0,124
1596,1618,barbarella,5,6,15,41
1597,1619,cloudy with a chance of meatballs,3,5,3,2
1598,1620,the twilight saga: breaking dawn - part 1,5,0,15,90
1599,1621,oz the great and powerful,5,16,15,66
1600,1622,weekend at bernie's,5,6,14,106
1601,1623,"honey, i shrunk the kids",5,6,17,13
1602,1624,jeremiah johnson,5,0,10,135
1603,1625,ferdinand,3,5,3,2
1604,1626,cars 2,3,5,3,2
1605,1627,explorers,5,6,17,13
1606,1628,finding dory,3,5,3,2
1607,1629,the secret life of pets,3,5,3,2
1608,1630,the abyss,5,0,9,50
1609,1631,excalibur,5,0,15,90
1610,1632,the nightingale,5,0,6,145
1611,1633,homeward bound: the incredible journey,5,6,0,44
1612,1634,cheaper by the dozen,5,6,17,13
1613,1635,the ten commandments,5,0,17,96
1614,1636,the hitchhiker's guide to the galaxy,5,6,11,33
1615,1637,ralph breaks the internet,3,5,3,2
1616,1638,back to the future part iii,5,6,11,33
1617,1639,super mario bros.,5,6,17,13
1618,1640,hugo,5,0,17,96
1619,1641,the bridge on the river kwai,5,0,16,153
1620,1642,onward,3,5,3,2
1621,1643,paw patrol: the movie,3,5,3,2
1622,1644,epic movie,5,6,15,41
1623,1645,home alone 2: lost in new york,5,6,14,106
1624,1646,rio,3,5,3,2
1625,1647,barry lyndon,5,0,16,153
1626,1648,isle of dogs,3,5,3,2
1627,1649,"lyle, lyle, crocodile",3,5,3,2
1628,1650,the croods: a new age,3,5,3,2
1629,1651,the prince of egypt,3,5,0,12
1630,1652,the fall,5,0,15,90
1631,1653,la montaña sagrada,5,0,15,90
1632,1654,paul,5,6,11,33
1633,1655,home,3,5,3,2
1634,1656,anastasia,3,5,0,12
1635,1657,alvin and the chipmunks,3,5,3,2
1636,1659,monsters university,3,5,3,2
1637,1660,bolt,3,5,3,2
1638,1661,bee movie,3,5,3,2
1639,1662,the big sky,5,0,10,135
1640,1663,ron's gone wrong,3,5,3,2
1641,1664,elemental,3,5,3,2
1642,1665,pocahontas,3,5,0,12
1643,1666,maleficent: mistress of evil,5,16,15,66
1644,1667,back to the outback,3,5,3,2
1645,1668,space jam,3,5,3,2
1646,1669,night at the museum: secret of the tomb,5,6,17,13
1647,1670,papillon,5,13,14,176
1648,1671,voyagers,5,11,6,154
1649,1672,vivo,3,5,3,2
1650,1673,american honey,5,0,4,143
1651,1674,the sand pebbles,5,0,4,143
1652,1675,seven years in tibet,5,13,0,124
1653,1676,popeye,5,6,17,13
1654,1677,mary poppins returns,5,6,17,13
1655,1678,spartacus,5,13,0,124
1656,1679,wild,5,13,0,124
1657,1680,the boss baby: family business,3,5,3,2
1658,1681,trolls world tour,3,5,3,2
1659,1682,hector and the search for happiness,5,6,0,44
1660,1683,far and away,5,0,4,143
1661,1684,a series of unfortunate events,5,6,17,13
1662,1685,meet the robinsons,3,5,3,2
1663,1686,happy feet,3,5,3,2
1664,1687,fireheart,3,5,3,2
1665,1688,the happening,5,11,6,154
1666,1689,the cat in the hat,5,6,17,13
1667,1690,your highness,5,6,15,41
1668,1691,percy jackson: sea of monsters,5,16,15,66
1669,1692,the golden compass,5,16,15,66
1670,1693,dead man,5,0,15,90
1671,1694,the boss baby,3,5,3,2
1672,1695,eddie the eagle,5,13,3,120
1673,1696,the day the earth stood still,5,0,11,125
1674,1697,the bucket list,5,6,0,44
1675,1698,shark tale,3,5,3,2
1676,1699,trolls,3,5,3,2
1677,1700,star trek: the motion picture,5,10,11,74
1678,1701,time bandits,5,6,15,41
1679,1702,snow white and the seven dwarfs,3,5,17,27
1680,1703,christopher robin,5,6,0,44
1681,1704,the midnight sky,5,0,11,125
1682,1705,free willy,5,0,17,96
1683,1706,dinosaur,3,5,0,12
1684,1707,speed racer,1,5,3,4
1685,1708,the 5th wave,1,5,11,18
1686,1709,the chronicles of narnia: the voyage of the dawn treader,5,16,15,66
1687,1710,django/zorro,5,0,10,135
1688,1711,the road to el dorado,3,5,3,2
1689,1712,wish dragon,3,5,3,2
1690,1713,around the world in 80 days,5,6,17,13
1691,1714,lara croft tomb raider: the cradle of life,1,5,15,275
1692,1715,the searchers,5,0,10,135
1693,1716,the adventures of tintin,3,1,5,5
1694,1717,r.i.p.d.,1,5,3,4
1695,1718,rambo iii,1,5,6,262
1696,1719,pushpa: the rise - part 1,1,5,14,257
1697,1720,beavis and butt-head do america,3,5,3,2
1698,1721,the edge,1,5,0,260
1699,1722,the lorax,3,5,3,2
1700,1723,i am number four,1,5,11,18
1701,1724,land of the lost,1,5,3,4
1702,1725,the misfits,5,6,6,149
1703,1726,shrek the third,3,5,3,2
1704,1727,the book of life,3,5,3,2
1705,1728,4: rise of the silver surfer,1,5,15,275
1706,1729,chicken little,3,5,3,2
1707,1730,shrek forever after,3,5,3,2
1708,1731,gemini man,1,5,11,18
1709,1732,the rundown,1,5,3,4
1710,1733,the darjeeling limited,5,6,0,44
1711,1734,heavy metal,3,5,15,53
1712,1735,pee-wee's big adventure,5,6,17,13
1713,1736,act of valor,1,5,6,262
1714,1737,the mexican,5,6,14,106
1715,1738,chitty chitty bang bang,5,16,15,66
1716,1739,beowulf,3,1,5,5
1717,1740,the mosquito coast,5,0,6,145
1718,1742,101 dalmatians,5,6,14,106
1719,1743,the sorcerer's apprentice,1,5,17,51
1720,1744,majo no takkyûbin,3,5,17,27
1721,1745,gake no ue no ponyo,3,5,3,2
1722,1746,apollo 10 1/2: a space age adventure,3,5,0,12
1723,1747,shamshera,1,5,0,260
1724,1748,the pink panther,5,6,14,106
1725,1749,true grit,5,0,10,135
1726,1750,the 13th warrior,1,5,2,230
1727,1751,mortdecai,1,5,3,4
1728,1752,the aristocats,3,5,3,2
1729,1753,rise of the guardians,3,1,5,5
1730,1754,the missing,5,8,10,152
1731,1755,spy kids 3: game over,1,5,3,4
1732,1756,night at the museum: battle of the smithsonian,5,6,17,13
1733,1757,injustice,3,1,5,5
1734,1758,the emoji movie,3,5,3,2
1735,1759,alice through the looking glass,5,16,15,66
1736,1760,the croods,3,5,3,2
1737,1761,johnny english,1,5,3,4
1738,1762,the ice age adventures of buck wild,3,5,3,2
1739,1763,thumbelina,3,5,17,27
1740,1764,a goofy movie,3,5,3,2
1741,1765,the beastmaster,1,5,15,275
1742,1766,the scorpion king,1,5,15,275
1743,1767,lost in space,1,5,17,51
1744,1768,the dark crystal,5,16,15,66
1745,1769,the spiderwick chronicles,1,5,0,260
1746,1770,stowaway,5,11,6,154
1747,1771,the host,1,5,0,260
1748,1772,ladyhawke,5,6,0,44
1749,1773,heaven's gate,5,0,10,135
1750,1774,joe dirt,5,6,0,44
1751,1775,tenacious d in the pick of destiny,5,6,1,182
1752,1776,the secret of nimh,3,5,0,12
1753,1777,the promise,1,5,0,260
1754,1778,the guns of navarone,1,5,0,260
1755,1779,starcrash,1,5,11,18
1756,1781,tayna pechati drakona,1,5,17,51
1757,1782,chicken run,3,5,3,2
1758,1783,return to the blue lagoon,5,0,4,143
1759,1784,the good dinosaur,3,5,3,2
1760,1785,johnny english reborn,1,5,3,4
1761,1786,a monster calls,5,0,17,96
1762,1787,the last witch hunter,1,5,15,275
1763,1788,mat kilau,1,5,0,260
1764,1789,untitled star trek sequel,1,5,9,8
1765,1790,jack the giant slayer,1,5,15,275
1766,1791,sonic the hedgehog 3,3,1,5,5
1767,1792,the right stuff,5,13,0,124
1768,1793,eragon,1,5,17,51
1769,1794,the spongebob squarepants movie,3,5,3,2
1770,1795,the land before time,3,5,0,12
1771,1796,the angry birds movie 2,3,1,5,5
1772,1797,baby's day out,5,6,14,106
1773,1798,over the hedge,3,5,3,2
1774,1799,the ghost and the darkness,5,0,6,145
1775,1800,grind,5,6,7,227
1776,1801,flight of the navigator,5,6,17,13
1777,1802,bubble boy,5,6,4,169
1778,1803,the secret life of pets 2,3,5,3,2
1779,1804,the lost world,5,15,11,207
1780,1806,the way back,5,0,2,147
1781,1807,after earth,1,5,11,18
1782,1808,mickey7,5,0,11,125
1783,1809,the imaginarium of doctor parnassus,5,6,15,41
1784,1810,the great race,1,5,3,4
1785,1811,stuart little,5,6,17,13
1786,1813,the poseidon adventure,1,5,0,260
1787,1814,mowgli,5,0,15,90
1788,1815,zathura: a space adventure,1,5,3,4
1789,1816,bedtime stories,5,6,17,13
1790,1817,klaus,3,5,3,2
1791,1818,the deep,5,10,6,228
1792,1819,vertical limit,1,5,0,260
1793,1820,wizards,3,5,15,53
1794,1821,zoolander 2,1,5,3,4
1795,1822,nerve,1,5,14,257
1796,1823,pompeii,1,5,0,260
1797,1824,the bfg,5,16,15,66
1798,1825,monsters vs. aliens,3,1,5,5
1799,1826,all dogs go to heaven,3,5,3,2
1800,1827,madagascar 3: europe's most wanted,3,5,3,2
1801,1828,ice age: continental drift,3,5,3,2
1802,1829,hardcore henry,1,5,11,18
1803,1830,madagascar: escape 2 africa,3,5,3,2
1804,1831,ferngully: the last rainforest,3,5,17,27
1805,1832,despicable me 4,3,5,3,2
1806,1834,charlie's angels: full throttle,1,5,3,4
1807,1835,one hundred and one dalmatians,3,5,3,2
1808,1836,nebraska,5,6,0,44
1809,1837,bubble,3,1,5,5
1810,1838,the smurfs,3,5,3,2
1811,1839,interstate 60: episodes of the road,5,6,0,44
1812,1840,red one,1,5,3,4
1813,1841,national treasure 3,1,5,17,51
1814,1842,valhalla rising,1,5,0,260
1815,1843,the sharkfighters,5,0,16,153
1816,1844,star trek: first contact,1,5,0,260
1817,1845,cheaper by the dozen 2,5,6,17,13
1818,1846,ying xiong,1,5,0,260
1819,1847,2010: the year we make contact,5,10,11,74
1820,1848,kelly's heroes,5,6,16,253
1821,1849,the postman,1,5,0,260
1822,1850,watership down,3,5,0,12
1823,1851,lord of the flies,5,0,6,145
1824,1852,jason and the argonauts,1,5,17,51
1825,1853,the simpsons movie,3,5,3,2
1826,1854,rescue dawn,5,13,16,183
1827,1855,kaze no tani no naushika,3,5,11,87
1828,1856,star trek vi: the undiscovered country,1,5,11,18
1829,1857,hannibal rising,5,14,0,165
1830,1858,the spy who dumped me,1,5,3,4
1831,1859,ice age: collision course,3,5,3,2
1832,1860,rio 2,3,5,3,2
1833,1861,james and the giant peach,3,5,17,27
1834,1862,finding 'ohana,1,5,3,4
1835,1863,rise of the teenage mutant ninja turtles,3,1,5,5
1836,1864,max steel,1,5,15,275
1837,1865,brother bear,3,5,3,2
1838,1866,superman iii,1,5,3,4
1839,1867,pathfinder,1,5,0,260
1840,1868,sleeping beauty,3,5,17,27
1841,1869,the grey,1,5,0,260
1842,1870,horton hears a who!,3,5,3,2
1843,1872,doragon bôru chô: burorî,3,1,5,5
1844,1873,scoob!,3,5,3,2
1845,1874,epic,3,1,5,5
1846,1875,war horse,1,5,0,260
1847,1876,the witcher: nightmare of the wolf,3,1,5,5
1848,1877,the river wild,5,14,6,231
1849,1878,horizon line,1,5,0,260
1850,1879,timeline,1,5,11,18
1851,1880,teenage mutant ninja turtles ii: the secret of the ooze,1,5,3,4
1852,1881,da 5 bloods,5,0,16,153
1853,1882,battlefield earth,1,5,11,18
1854,1883,bean,5,6,17,13
1855,1884,extremely loud &amp; incredibly close,5,0,9,50
1856,1885,the lego movie 2: the second part,3,1,5,5
1857,1886,battle: los angeles,1,5,11,18
1858,1887,artemis fowl,5,16,15,66
1859,1888,the mission,5,0,2,147
1860,1889,the adventures of buckaroo banzai across the 8th dimension,5,6,11,33
1861,1890,the lord of the rings,3,5,15,53
1862,1891,posledniy bogatyr,1,5,3,4
1863,1892,seventh son,1,5,15,275
1864,1893,space cowboys,1,5,6,262
1865,1894,flushed away,3,1,5,5
1866,1895,penguins of madagascar,3,5,3,2
1867,1896,major payne,5,6,17,13
1868,1897,dungeons &amp; dragons,1,5,15,275
1869,1898,six days seven nights,1,5,3,4
1870,1899,the muppets,5,6,17,13
1871,1900,executive decision,1,5,6,262
1872,1901,hustle,4,0,7,159
1873,1902,the wolf of wall street,9,6,14,58
1874,1903,coda,4,0,1,91
1875,1904,"hello, goodbye and everything in between",4,0,4,63
1876,1905,father of the bride,4,0,4,63
1877,1906,jerry &amp; marge go large,9,6,0,94
1878,1907,licorice pizza,4,0,4,63
1879,1908,marcel the shell with shoes on,3,6,17,60
1880,1909,verdens verste menneske,4,0,4,63
1881,1910,don't look up,4,0,11,140
1882,1911,encanto,3,6,17,60
1883,1912,gisaengchung,4,0,6,68
1884,1913,jojo rabbit,4,0,16,213
1885,1914,knives out,4,14,0,34
1886,1915,barefoot,4,0,4,63
1887,1916,jug jugg jeeyo,4,0,17,39
1888,1917,marry me,4,2,4,86
1889,1918,the sandlot,4,0,17,39
1890,1919,vengeance,4,10,6,114
1891,1920,the girl next door,4,0,4,63
1892,1921,the french dispatch,4,0,4,63
1893,1922,the phantom of the open,4,0,7,159
1894,1923,love &amp; gelato,4,0,4,63
1895,1924,alice's restaurant,4,0,1,91
1896,1925,mr. malcolm's list,4,0,4,63
1897,1926,sing,3,6,17,60
1898,1927,the big short,9,6,0,94
1899,1928,10 things i hate about you,4,0,4,63
1900,1929,the terminal,4,0,4,63
1901,1930,hustlers,4,14,0,34
1902,1931,crazy rich asians,4,0,4,63
1903,1932,a league of their own,4,0,7,159
1904,1933,roald dahl's matilda the musical,4,0,17,39
1905,1934,love actually,4,0,4,63
1906,1935,clue,4,14,9,56
1907,1936,nude tuesday,4,0,4,63
1908,1937,about time,4,0,15,10
1909,1938,emma.,4,0,4,63
1910,1939,la la land,4,0,1,91
1911,1940,victor/victoria,4,2,4,86
1912,1941,steel magnolias,4,0,4,63
1913,1942,pitch perfect,4,2,4,86
1914,1943,grease,4,9,4,163
1915,1944,green book,9,6,0,94
1916,1945,vice,9,6,0,94
1917,1946,jerry maguire,4,0,4,63
1918,1947,he's just not that into you,4,0,4,63
1919,1948,a simple favor,4,14,9,56
1920,1949,matilda,4,16,15,9
1921,1950,war dogs,9,6,14,58
1922,1951,secretary,4,0,4,63
1923,1952,"crazy, stupid, love.",4,0,4,63
1924,1953,vicky cristina barcelona,4,0,4,63
1925,1954,diary of a wimpy kid,4,0,17,39
1926,1955,the longest yard,4,14,0,34
1927,1956,la vita è bella,4,0,4,63
1928,1957,lol,4,0,4,63
1929,1958,the wedding singer,4,2,4,86
1930,1959,the intouchables,9,6,0,94
1931,1960,up in the air,4,0,4,63
1932,1961,mamma mia!,4,9,4,163
1933,1962,thoroughbreds,4,14,0,34
1934,1963,"three billboards outside ebbing, missouri",4,14,0,34
1935,1964,you've got mail,4,0,4,63
1936,1965,bring it on,4,7,7,76
1937,1966,jaadugar,4,0,15,10
1938,1967,risky business,4,14,0,34
1939,1968,the spectacular now,4,0,4,63
1940,1969,love &amp; other drugs,4,0,4,63
1941,1970,palm springs,4,15,9,244
1942,1971,when harry met sally...,4,0,4,63
1943,1972,janhit mein jaari,4,0,4,63
1944,1973,bikini beach,4,2,4,86
1945,1974,notting hill,4,0,4,63
1946,1975,rookie of the year,4,16,15,9
1947,1976,the big sick,4,0,4,63
1948,1977,a través de mi ventana,4,0,4,63
1949,1978,the lobster,4,0,4,63
1950,1979,50 first dates,4,0,4,63
1951,1980,in bruges,4,14,0,34
1952,1981,cool world,3,6,15,139
1953,1982,the dirt,9,6,0,94
1954,1983,(500) days of summer,4,0,4,63
1955,1984,gypsy,9,6,0,94
1956,1985,the princess diaries,4,16,4,141
1957,1986,don jon,4,0,4,63
1958,1987,silver linings playbook,4,0,4,63
1959,1988,love sarah,4,0,4,63
1960,1989,midnight in paris,4,15,4,15
1961,1990,the ballad of buster scruggs,4,0,8,111
1962,1991,cocktail,4,0,4,63
1963,1992,weird science,4,7,11,79
1964,1994,gosford park,4,0,9,146
1965,1995,a boy and his dog,4,0,11,140
1966,1996,swiss army man,4,0,15,10
1967,1997,the graduate,4,0,4,63
1968,1998,peggy sue got married,4,0,15,10
1969,1999,footloose,4,0,1,91
1970,2000,the time traveler's wife,4,0,15,10
1971,2001,rumble,3,6,17,60
1972,2002,to all the boys i've loved before,4,0,4,63
1973,2004,rock of ages,4,0,8,111
1974,2005,yesterday,4,15,1,252
1975,2006,fighting with my family,9,6,0,94
1976,2007,i love you,4,0,4,63
1977,2008,sorry to bother you,4,0,15,10
1978,2009,forgetting sarah marshall,4,0,4,63
1979,2010,the favourite,9,6,0,94
1980,2011,mamma mia! here we go again,4,9,4,163
1981,2012,striptease,4,14,0,34
1982,2013,sleepless in seattle,4,0,4,63
1983,2014,sotto il sole di amalfi,4,0,4,63
1984,2015,mary poppins,4,16,15,9
1985,2016,breakfast at tiffany's,4,0,4,63
1986,2017,varsity blues,4,0,4,63
1987,2018,pretty in pink,4,0,4,63
1988,2019,the proposal,4,0,4,63
1989,2020,moonrise kingdom,4,0,4,63
1990,2021,i care a lot,4,14,0,34
1991,2022,cats,4,0,17,39
1992,2023,big,4,0,15,10
1993,2024,empire records,4,0,1,91
1994,2025,say anything...,4,0,4,63
1995,2026,colossal,4,0,15,10
1996,2027,"i, tonya",9,6,0,94
1997,2028,cashback,4,0,4,63
1998,2029,groundhog day,4,0,15,10
1999,2030,13 going on 30,4,15,4,15
2000,2031,zola,4,14,0,34
2001,2032,the little rascals,4,16,4,141
2002,2033,this is 40,4,0,4,63
2003,2034,coyote ugly,4,0,1,91
2004,2035,sex and the city 2,4,0,4,63
2005,2036,she's the man,4,7,7,76
2006,2037,my girl,4,0,17,39
2007,2038,casper,4,16,15,9
2008,2039,some like it hot,4,2,4,86
2009,2040,teen wolf,4,15,4,15
2010,2041,the disaster artist,9,6,0,94
2011,2042,am i ok?,4,0,4,63
2012,2043,the in crowd,4,0,2,61
2013,2044,shallow hal,4,0,15,10
2014,2045,emergency,4,0,6,68
2015,2046,blackkklansman,9,6,14,58
2016,2047,chicago,4,14,8,249
2017,2048,easy a,4,0,4,63
2018,2049,blast from the past,4,0,4,63
2019,2050,hairspray,4,0,8,111
2020,2051,mystic pizza,4,0,4,63
2021,2052,focus,4,14,0,34
2022,2054,now and then,4,0,4,63
2023,2055,as good as it gets,4,0,4,63
2024,2056,annie,4,0,17,39
2025,2057,the talk of the town,4,0,4,63
2026,2058,kiss kiss bang bang,4,14,9,56
2027,2059,working girl,4,0,4,63
2028,2060,ich bin dein mensch,4,0,4,63
2029,2061,funny girl,9,6,0,94
2030,2062,earth girls are easy,4,9,4,163
2031,2063,m*a*s*h,4,0,16,213
2032,2064,begin again,4,0,1,91
2033,2065,the sting,4,14,0,34
2034,2066,the duke,9,6,0,94
2035,2067,practical magic,4,0,15,10
2036,2068,relatos salvajes,4,0,6,68
2037,2069,something's gotta give,4,0,4,63
2038,2070,four weddings and a funeral,4,0,4,63
2039,2071,magic mike xxl,4,0,1,91
2040,2072,my big fat greek wedding,4,0,4,63
2041,2073,out of sight,4,14,0,34
2042,2074,top secret!,4,14,1,181
2043,2075,punch-drunk love,4,0,4,63
2044,2076,tonari no totoro,3,6,17,60
2045,2077,being john malkovich,4,0,15,10
2046,2078,wild at heart,4,14,0,34
2047,2079,the life and times of judge roy bean,4,0,4,63
2048,2080,real genius,4,7,11,79
2049,2081,sister act,4,16,1,115
2050,2082,click,4,0,15,10
2051,2083,the death of stalin,4,0,2,61
2052,2084,high fidelity,4,0,1,91
2053,2085,ocean's eleven,4,14,1,181
2054,2086,"love, simon",4,0,4,63
2055,2087,tootsie,4,0,4,63
2056,2088,bull durham,4,7,7,76
2057,2089,the flintstones,4,16,15,9
2058,2090,burn after reading,4,14,0,34
2059,2091,diet of sex,4,0,4,63
2060,2092,little giants,4,16,7,82
2061,2093,sideways,4,0,4,63
2062,2094,grumpy old men,4,0,4,63
2063,2095,2 days in the valley,4,14,6,122
2064,2096,singin' in the rain,4,9,4,163
2065,2097,sister act 2: back in the habit,4,16,1,115
2066,2098,how do you know,4,0,4,63
2067,2099,can't buy me love,4,0,4,63
2068,2100,a cinderella story,4,16,4,141
2069,2101,shirley valentine,4,0,4,63
2070,2102,pleasantville,4,0,15,10
2071,2103,mannequin,4,15,4,15
2072,2104,the house,3,6,0,64
2073,2105,inherent vice,4,14,0,34
2074,2106,13: the musical,4,0,17,39
2075,2107,chung hing sam lam,4,14,0,34
2076,2108,pride,9,6,0,94
2077,2109,queen bees,4,0,4,63
2078,2111,but i'm a cheerleader,4,0,4,63
2079,2112,ella enchanted,4,16,15,9
2080,2113,sleepover,4,16,4,141
2081,2114,freaky friday,4,16,15,9
2082,2115,tully,4,0,9,146
2083,2116,bottle rocket,4,14,0,34
2084,2117,sabrina,4,0,4,63
2085,2118,beyond the valley of the dolls,4,0,1,91
2086,2119,17 again,4,0,15,10
2087,2120,ever after,4,0,4,63
2088,2122,nacho libre,4,16,7,82
2089,2123,short circuit,4,16,11,192
2090,2124,grease 2,4,2,8,187
2091,2125,just like heaven,4,0,15,10
2092,2126,weird: the al yankovic story,9,6,1,19
2093,2127,the mighty ducks,4,0,17,39
2094,2128,beaches,4,0,1,91
2095,2129,scenes of a sexual nature,4,0,4,63
2096,2130,cocoon,4,0,11,140
2097,2131,that thing you do!,4,0,1,91
2098,2132,battle of the sexes,9,6,0,94
2099,2133,slap shot,4,0,7,159
2100,2134,the apartment,4,0,4,63
2101,2135,the sisterhood of the traveling pants,4,0,4,63
2102,2136,mank,9,6,0,94
2103,2137,bridget jones's diary,4,0,4,63
2104,2138,do lok tin si,4,14,0,34
2105,2139,the 'burbs,4,10,6,114
2106,2140,reality bites,4,0,4,63
2107,2141,inside llewyn davis,4,0,1,91
2108,2142,the nanny diaries,4,0,4,63
2109,2143,"hail, caesar!",4,0,9,146
2110,2144,wimbledon,4,7,7,76
2111,2145,the guard,4,14,6,122
2112,2146,shakespeare in love,4,0,2,61
2113,2147,electric dreams,4,0,1,91
2114,2148,buffalo '66,4,0,4,63
2115,2149,pk,4,0,11,140
2116,2150,chasing amy,4,0,4,63
2117,2151,mickey blue eyes,4,14,4,245
2118,2152,the princess diaries 2: royal engagement,4,16,4,141
2119,2153,back to school,4,7,7,76
2120,2154,how the grinch stole christmas,4,16,15,9
2121,2155,moonstruck,4,0,4,63
2122,2156,trainwreck,4,0,4,63
2123,2157,airheads,4,14,1,181
2124,2158,heavyweights,4,0,17,39
2125,2159,splash,4,15,4,15
2126,2160,aquamarine,4,16,15,9
2127,2161,"good morning, vietnam",9,6,0,94
2128,2162,how to be single,4,0,4,63
2129,2163,the invention of lying,4,15,4,15
2130,2164,the longest ride,4,0,4,63
2131,2165,it's complicated,4,0,4,63
2132,2166,p.s. i love you,4,0,4,63
2133,2167,masterminds,9,6,14,58
2134,2168,destination wedding,4,0,4,63
2135,2169,angels in the outfield,4,16,15,9
2136,2170,super troopers,4,14,9,56
2137,2171,happiest season,4,14,0,34
2138,2172,a good year,4,0,4,63
2139,2173,spirited,4,16,8,237
2140,2174,shortbus,4,0,4,63
2141,2175,beautiful creatures,0,15,4,52
2142,2176,the green mile,10,0,15,20
2143,2177,twilight,0,15,4,52
2144,2178,mine,0,15,6,170
2145,2179,the age of adaline,0,15,4,52
2146,2180,the curious case of benjamin button,0,15,4,52
2147,2181,meet joe black,0,15,4,52
2148,2182,edward scissorhands,0,15,4,52
2149,2183,three thousand years of longing,0,15,4,52
2150,2184,kimi no na wa.,3,0,15,116
2151,2185,the shape of water,0,15,4,52
2152,2186,field of dreams,0,16,15,7
2153,2187,pan's labyrinth,0,15,16,212
2154,2188,willy wonka &amp; the chocolate factory,12,15,8,110
2155,2189,the lovely bones,0,15,6,170
2156,2190,it's a wonderful life,0,16,15,7
2157,2192,vanilla sky,11,10,4,92
2158,2193,ghost,0,15,4,52
2159,2194,coraline,3,0,17,84
2160,2195,the man from earth,0,15,9,40
2161,2196,guillermo del toro's pinocchio,3,0,17,84
2162,2197,perfume: the story of a murderer,10,0,15,20
2163,2198,mr. nobody,0,15,4,52
2164,2199,the story of three loves,0,15,1,171
2165,2200,across the universe,0,15,2,89
2166,2201,bridge to terabithia,0,16,15,7
2167,2202,dark city,11,10,11,77
2168,2203,triangle,11,10,11,77
2169,2204,the nightmare before christmas,3,16,15,101
2170,2205,the secret garden,0,16,15,7
2171,2206,knight of cups,0,15,4,52
2172,2207,gräns,10,0,15,20
2173,2208,the lake house,0,15,4,52
2174,2209,the illusionist,0,15,9,40
2175,2210,somewhere in time,0,15,4,52
2176,2211,ponniyin selvan: part one,0,16,15,7
2177,2212,only lovers left alive,4,0,15,10
2178,2213,nanny mcphee,4,16,15,9
2179,2214,last christmas,4,0,15,10
2180,2215,a ghost story,0,15,4,52
2181,2216,downsizing,0,15,11,131
2182,2217,the fisher king,4,0,15,10
2183,2218,pink floyd: the wall,0,15,1,171
2184,2219,fire in the sky,9,0,15,206
2185,2220,prisoners of the ghostland,1,15,11,166
2186,2221,oxygène,0,15,11,131
2187,2222,what dreams may come,0,15,4,52
2188,2223,durante la tormenta,0,15,9,40
2189,2224,sliding doors,4,0,15,10
2190,2225,la belle époque,4,0,15,10
2191,2226,what women want,4,15,4,15
2192,2227,der himmel über berlin,0,15,4,52
2193,2228,paradise hills,11,10,11,77
2194,2229,tenki no ko,3,0,15,116
2195,2230,drive angry,1,15,6,25
2196,2231,the map of tiny perfect things,4,15,4,15
2197,2232,corpse bride,3,0,17,84
2198,2233,dorian gray,0,15,9,40
2199,2234,monster house,3,6,17,60
2200,2235,drop dead fred,4,0,15,10
2201,2236,mystery men,1,6,15,105
2202,2237,zapped!,4,15,11,186
2203,2238,papurika,3,0,15,116
2204,2239,bewitched,4,15,4,15
2205,2240,before i fall,0,15,9,40
2206,2241,"south park: bigger, longer &amp; uncut",3,6,15,139
2207,2242,the house with a clock in its walls,4,16,15,9
2208,2244,imaginary friends,4,16,15,9
2209,2245,lady in the water,0,15,9,40
2210,2246,powder,0,15,9,40
2211,2247,pete's dragon,1,5,3,4
2212,2248,city of ember,5,16,15,66
2213,2249,knights of the zodiac,1,5,0,260
2214,2250,puss in boots,3,5,3,2
2215,2251,catwoman,1,14,15,65
2216,2252,cloudy with a chance of meatballs 2,3,5,3,2
2217,2253,zardoz,5,15,11,207
2218,2254,stranger than fiction,4,0,15,10
2219,2255,horns,4,14,0,34
2220,2256,the phantom,1,5,3,4
2221,2257,son of the mask,4,16,15,9
2222,2258,elektra,1,5,14,257
2223,2259,tenkû no shiro rapyuta,3,5,17,27
2224,2260,dumbo,5,16,15,66
2225,2261,posledniy bogatyr. koren' zla,5,6,17,13
2226,2262,boku no hero academia: world heroes mission,3,1,5,5
2227,2263,wrath of the titans,1,5,15,275
2228,2264,jack,4,0,15,10
2229,2265,star wars: the clone wars,3,1,5,5
2230,2266,city of angels,0,15,4,52
2231,2267,the adventures of baron munchausen,5,6,15,41
2232,2268,my little pony: a new generation,3,5,3,2
2233,2269,the wiz,5,16,15,66
2234,2270,antz,3,5,3,2
2235,2271,aliens in the attic,5,6,17,13
2236,2272,little monsters,5,6,17,13
2237,2274,the rescuers,3,5,3,2
2238,2275,evan almighty,4,16,15,9
2239,2276,the spongebob movie: sponge on the run,3,5,3,2
2240,2277,tmnt,3,1,5,5
2241,2278,a little princess,0,16,15,7
2242,2279,kimetsu no yaiba: tsuzumi yashiki hen,3,1,15,55
2243,2280,choses secrètes,4,0,15,10
2244,2281,premonition,0,15,9,40
2245,2282,what men want,4,15,4,15
2246,2283,the lord of the rings: the war of the rohirrim,3,1,5,5
