,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
2842,2892,metegol,3,5,17,27
2843,2893,sen'ya ichiya monogatari,3,1,5,5
2844,2894,gekijouban poketto monsutâ: koko,3,1,5,5
2845,2895,mind game,3,5,3,2
2846,2896,atrapa la bandera,3,5,3,2
2847,2897,inu-ô,3,15,1,167
2848,2898,gekijôban hunter x hunter: the last mission,3,1,5,5
2849,2899,maya the bee movie,3,5,3,2
2850,2900,where the dead go to die,3,15,12,210
2851,2901,yu-gi-oh!: the dark side of dimensions,3,5,0,12
2852,2902,monster family 2,3,6,17,60
2853,2903,digimon: the movie,3,1,5,5
2854,2904,gulliver returns,3,5,17,27
2855,2905,promare: puromea,3,1,5,5
2856,2906,fruits basket: prelude,3,0,4,119
2857,2907,hjælp! jeg er en fisk,3,5,3,2
2858,2908,croc-blanc,3,5,0,12
2859,2909,gekijô-ban poketto monsutaa: mizu no miyako no mamori gami ratiasu to ratiosu,3,1,5,5
2860,2910,gekijô-ban naruto: daikatsugeki! yukihime ninpôchô dattebayo!!,3,1,5,5
2861,2911,tadeo jones 2: el secreto del rey midas,3,5,3,2
2862,2912,pengin haiwei,3,5,17,27
2863,2913,the pebble and the penguin,3,5,3,2
2864,2914,otesánek,3,6,0,64
2865,2915,ronal barbaren,3,1,5,5
2866,2916,meikyû monogatari,3,5,15,53
2867,2917,happily n'ever after,3,5,3,2
2868,2918,jack et la mécanique du coeur,3,5,0,12
2869,2919,ooops! noah is gone...,3,5,3,2
2870,2920,space chimps,3,5,3,2
2871,2921,umibe no étranger,3,0,4,119
2872,2922,gekijô ban naruto: shippûden - kizuna,3,1,15,55
2873,2923,hadashi no gen,3,13,0,133
2874,2924,yu-gi-oh! the movie,3,1,5,5
2875,2925,made in abyss: hôrô suru tasogare,3,5,15,53
2876,2926,flåklypa grand prix,3,6,17,60
2877,2927,kidô senshi gundam cucuruz doan no shima,3,1,0,280
2878,2928,gekijô-ban sôdo âto onrain: sword art online - ôdinaru sukêru -,3,1,5,5
2879,2929,jetsons: the movie,3,6,17,60
2880,2930,rock dog 2,3,5,3,2
2881,2931,ooops! the adventure continues,3,5,3,2
2882,2932,rock &amp; rule,3,15,1,167
2883,2933,bai she 2: qing she jie qi,3,1,5,5
2884,2934,yoru wa mijikashi aruke yo otome,3,5,3,2
2885,2935,the point,3,5,17,27
2886,2936,seishun buta yaro wa yumemiru shoujo no yume wo minai,3,0,17,84
2887,2937,cats &amp; dogs 3: paws unite,3,1,5,5
2888,2938,moonbound,3,5,17,27
2889,2939,doogal,3,5,3,2
2890,2940,happily ever after,3,16,15,101
2891,2941,anderusen dôwa ningyo-hime,3,5,0,12
2892,2942,the king and i,3,16,15,101
2893,2943,double dutchess: seeing double,3,0,15,116
2894,2944,one piece: omatsuri danshaku to himitsu no shima,3,1,5,5
2895,2945,hokuto no ken,3,1,0,280
2896,2946,ne zha zhi mo tong jiang shi,3,1,5,5
2897,2947,ni no kuni,3,1,5,5
2898,2948,ernest et célestine,3,5,3,2
2899,2949,"mune, le gardien de la lune",3,5,3,2
2900,2950,hôhokekyo tonari no yamada-kun,3,6,17,60
2901,2951,suchîmubôi,3,1,5,5
2902,2952,the adventures of mark twain,3,5,17,27
2903,2953,terra,3,1,5,5
2904,2954,rover dangerfield,3,6,17,60
2905,2955,blue thermal,3,0,4,119
2906,2956,"ultramarines: a warhammer 40,000 movie",3,1,15,55
2907,2957,les maîtres du temps,3,5,11,87
2908,2958,gay purr-ee,3,6,17,60
2909,2959,sir billi,3,5,3,2
2910,2960,diary of a wimpy kid: rodrick rules,3,6,0,64
2911,2961,xi you ji zhi da sheng gui lai,3,1,5,5
2912,2962,delgo,3,5,3,2
2913,2963,my love affair with marriage,3,6,0,64
2914,2964,batman: return of the caped crusaders,3,1,5,5
2915,2965,bai she: yuan qi,3,1,5,5
2916,2966,given,3,0,1,160
2917,2967,star wars: a droid story,3,5,15,53
2918,2968,checkered ninja,3,1,5,5
2919,2971,kimetsu no yaiba: hashira gou kaigi - chouyashiki hen,3,1,15,55
2920,2972,sakasama no patema,3,5,0,12
2921,2973,gekijouban hunter x hunter: fantomu rûju,3,1,5,5
2922,2974,xin shen bang: ne zha chong sheng,3,1,15,55
2923,2975,avril et le monde truqué,3,5,3,2
2924,2976,the pilgrim's progress,3,5,17,27
2925,2977,cider no yô ni kotoba ga wakiagaru,3,0,1,160
2926,2978,hitpig,3,1,5,5
2927,2979,strings,3,5,0,12
2928,2980,piglet's big movie,3,5,3,2
2929,2981,chasseurs de dragons,3,1,5,5
2930,2982,the magician's elephant,3,5,3,2
2931,2983,konferenz der tiere,3,5,3,2
2932,2984,interstella 5555: the 5tory of the 5ecret 5tar 5ystem,3,5,1,240
2933,2985,the pirates who don't do anything: a veggietales movie,3,5,3,2
2934,2986,chuck steel: night of the trampires,3,1,3,62
2935,2987,volki i ovtsy. beeezumnoe prevrashchenie,3,6,17,60
2936,2988,the house of magic,3,5,3,2
2937,2989,the reluctant dragon,3,6,17,60
2938,2990,justin and the knights of valour,3,5,3,2
2939,2991,goblin slayer: goblin's crown,3,1,5,5
2940,2992,astérix et les vikings,3,5,3,2
2941,2993,legends of oz: dorothy's return,3,5,17,27
2942,2994,return to zootopia,3,1,5,5
2943,2995,altered carbon: resleeved,3,1,14,117
2944,2996,kôkaku kidôtai 2.0,3,1,14,117
2945,2997,qi che ren zong dong yuan,3,5,17,27
2946,2998,kyaputen hârokku,3,5,11,87
2947,2999,deathstroke knights &amp; dragons: the movie,3,1,5,5
2948,3000,the lego batman movie 2,3,1,5,5
2949,3001,ôritsu uchûgun oneamisu no tsubasa,3,0,11,178
2950,3002,my little pony: equestria girls - rainbow rocks,3,5,3,2
2951,3003,vaioretto evâgâden gaiden: eien to jidou shuki ningyou,3,0,17,84
2952,3004,boom and topper: safari hunters,3,1,5,5
2953,3005,ternet ninja 2,3,1,5,5
2954,3006,aqua teen hunger force colon movie film for theaters,3,1,5,5
2955,3007,ozzy,3,5,3,2
2956,3008,dragon ball z: fukkatsu no fusion!! gokuu to vegeta,3,1,11,28
2957,3010,bayonetta: bloody fate - beyonetta buraddi feito,3,1,15,55
2958,3011,you are my home,3,16,15,101
2959,3012,"uchiage hanabi, shita kara miru ka? yoko kara miru ka?",3,0,15,116
2960,3013,fearless,3,6,17,60
2961,3014,daughter of the bride,3,6,17,60
2962,3015,sammy's avonturen 2,3,5,17,27
2963,3016,eiga kono subarashii sekai ni shukufuku o!: kurenai densetsu,3,1,5,5
2964,3017,vykradena pryntsesa: ruslan i lyudmyla,3,6,17,60
2965,3018,kôkaku kidôtai sac_2045 jizoku kanô sensô,3,1,11,28
2966,3019,kamiarizuki no kodomo,3,5,0,12
2967,3020,jojo's bizarre adventure: phantom blood,3,1,5,5
2968,3021,da yu hai tang,3,5,0,12
2969,3022,care bears movie ii: a new generation,3,5,3,2
2970,3023,10 lives,3,6,17,60
2971,3024,heavenly sword,3,1,5,5
2972,3025,chôjin densetsu urotsukidôji,3,1,15,55
2973,3026,gekijouban fate/stay night: heaven's feel - ii. lost butterfly,3,1,5,5
2974,3027,zambezia,3,5,3,2
2975,3028,migration,3,5,3,2
2976,3030,mouse guard,3,5,15,53
2977,3031,the inventor,3,5,3,2
2978,3032,gekijô-ban naruto shippûden,3,1,5,5
2979,3033,shark bait,3,5,17,27
2980,3034,titanic - la leggenda continua,3,16,15,101
2981,3035,bright: samurai soul,3,1,5,5
2982,3036,scooby-doo meets batman,3,5,17,27
2983,3037,bungou stray dogs: dead apple,3,1,9,144
2984,3038,the greening of whitney brown,3,5,17,27
2985,3039,dragon ball z - doragon bôru zetto: ryûken bakuhatsu!! gokû ga yaraneba dare ga yaru,3,1,11,28
2986,3040,fehérlófia,3,5,15,53
2987,3041,shinmai maou no testament departures,3,1,15,55
2988,3042,gojira tai hedora,3,1,17,208
2989,3043,hey arnold! the movie,3,5,3,2
2990,3044,eiga entotsumachi no puperu,3,16,15,101
2991,3045,animalympics,3,6,17,60
2992,3046,paw patrol: jet to the rescue,3,5,17,27
2993,3047,ejen ali the movie,3,1,5,5
2994,3048,dragon quest: your story,3,1,5,5
2995,3049,kaena: la prophétie,3,5,17,27
2996,3050,gulliver's travels,3,5,3,2
2997,3051,pippi longstocking,3,5,3,2
2998,3053,mia and me: the hero of centopia,3,5,17,27
2999,3054,b.o.o.: bureau of otherworldly operations,3,6,17,60
3000,3055,ramayana: the legend of prince rama,3,1,5,5
3001,3056,dragon ball z: kiken na futari! super senshi wa nemurenai,3,1,5,5
3002,3057,mad monster party?,3,6,17,60
3003,3058,latte igel und der magische wasserstein,3,5,3,2
3004,3059,coppelia,3,16,11,218
3005,3060,gojira: kaijû wakusei,3,1,5,5
3006,3061,gekijouban poketto monsutâ adobansu jenerêshon: myuu to hadou no yuusha rukario,3,1,5,5
3007,3062,kidô keisatsu patorebâ: the movie 2,3,1,0,280
3008,3063,eiga karakai jouzu no takagi-san,3,6,4,203
3009,3064,appurushîdo,3,1,5,5
3010,3065,metropia,3,0,9,202
3011,3066,kanojo no omoide,3,0,12,179
3012,3067,kidô keisatsu patorebâ: gekijô-ban,3,1,14,117
3013,3068,the little vampire 3d,3,5,3,2
3014,3069,gekijô ban kara no kyôkai: dai go shô - mujun rasen,3,1,14,117
3015,3070,chôjikû yôsai macross: ai oboeteimasuka,3,1,5,5
3016,3071,postman pat: the movie,3,6,17,60
3017,3072,nicktoons,3,1,5,5
3018,3073,stardog and turbocat,3,6,17,60
3019,3074,animal farm,3,0,15,116
3020,3075,assassination classroom: 365 days,3,1,3,62
3021,3076,gekijouban nanatsu no taizai: hikari ni norowareshi mono-tachi,3,1,15,55
3022,3077,journey back to oz,3,5,3,2
3023,3078,suzumiya haruhi no shôshitsu,3,0,17,84
3024,3079,chico &amp; rita,3,14,0,172
3025,3080,clifford's really big movie,3,5,3,2
3026,3081,to your last death,3,1,15,55
3027,3082,marnies welt,3,5,17,27
3028,3083,kabaneri of the iron fortress: unato decisive battle,3,1,5,5
3029,3084,terkel i knibe,3,6,8,30
3030,3085,urusei yatsura 1: onri yû,3,6,15,139
3031,3086,trigun: badlands rumble,3,1,5,5
3032,3087,kokoro ga sakebitagatterunda.,3,0,17,84
3033,3088,kimetsu no yaiba: asakusa hen,3,1,15,55
3034,3089,saezuru tori wa habatakanai: the clouds gather,3,14,0,172
3035,3090,dragon ball z: tobikkiri no saikyô tai saikyô,3,1,11,28
3036,3091,pourquoi j'ai pas mangé mon père,3,5,3,2
3037,3092,hello world,3,6,0,64
3038,3093,make mine music,3,5,3,2
3039,3094,tekkon kinkurîto,3,1,5,5
3040,3095,the secret of the sword,3,1,5,5
3041,3096,ai no utagoe o kikasete,3,0,1,160
3042,3097,the seven deadly sins: prisoners of the sky,3,1,15,55
3043,3098,wish dragon 2,3,5,3,2
3044,3100,gekijôban shingeki no kyojin season 2: kakusei no hôkô,3,1,15,55
3045,3101,renaissance,3,1,11,28
3046,3102,"happy halloween, scooby-doo!",3,5,3,2
3047,3103,sora no aosa o shiru hito yo,3,0,17,84
3048,3104,technotise - edit i ja,3,0,11,178
3049,3105,dragon ball z: super senshi gekiha!! katsu no wa ore da,3,1,11,28
3050,3106,golgo 13,3,1,14,117
3051,3107,banking on mr. toad,3,13,0,133
3052,3108,a boy named charlie brown,3,6,0,64
3053,3109,gekijouban naruto: buraddo purizun,3,1,15,55
3054,3110,big trip,3,5,3,2
3055,3111,lupin the iiird: chikemuri no ishikawa goemon,3,1,5,5
3056,3112,teacher's pet,3,5,3,2
3057,3113,gekijô-ban naruto: daigekitotsu! maboroshi no chitei iseki dattebayo!,3,1,5,5
3058,3114,stand by me doraemon,3,6,0,64
3059,3115,mosley,3,5,17,27
3060,3116,dragon ball z: ginga giri-giri!! butchigiri no sugoi yatsu,3,1,15,55
3061,3117,eiga slam dunk,3,6,0,64
3062,3118,les 12 travaux d'astérix,3,5,3,2
3063,3119,"race for your life, charlie brown",3,5,3,2
3064,3120,ethel &amp; ernest,3,0,2,215
3065,3121,meitantei conan: konjo no fisuto,3,1,5,5
3066,3122,"bon voyage, charlie brown (and don't come back!!)",3,5,3,2
3067,3123,poketto monsutâ: serebî - toki wo koeta deai,3,1,5,5
3068,3124,meitantei conan: tokei-jikake no matenrou,3,5,14,156
3069,3125,barbie princess adventure,3,16,8,168
3070,3126,starchaser: the legend of orin,3,1,5,5
3071,3127,blood: the last vampire,3,1,12,174
3072,3128,nagagutsu o haita neko,3,5,3,2
3073,3129,stand by me doraemon 2,3,6,0,64
3074,3130,thunderbirds are go,3,1,5,5
3075,3131,heroes of the golden masks,3,5,3,2
3076,3132,the power of the dark crystal,3,5,17,27
3077,3133,so dear to my heart,3,0,17,84
3078,3134,o menino e o mundo,3,5,17,27
3079,3135,"psiconautas, los niños olvidados",3,0,11,178
3080,3136,xiao men shen,3,6,17,60
3081,3137,quantum quest: a cassini space odyssey,3,5,11,87
3082,3138,dragon ball: shenron no densetsu,3,1,5,5
3083,3139,scooby-doo &amp; batman: the brave and the bold,3,1,3,62
3084,3140,appleseed alpha,3,1,5,5
3085,3141,zuttomaekara sukideshita.: kokuhaku jikkou iinkai,3,0,4,119
3086,3142,shrek retold,3,5,3,2
3087,3143,snoopy come home,3,5,3,2
3088,3144,koochie koochie hota hai,3,16,8,168
3089,3145,the brillant world of tom gates,3,6,0,64
3090,3146,our robocop remake,3,1,3,62
3091,3147,hagane no renkinjutsushi: mirosu no seinaru hoshi,3,1,5,5
3092,3148,king of jazz,3,6,8,30
3093,3149,legend of hallowaiian,3,5,17,27
3094,3150,ekkusu,3,1,15,55
3095,3151,dragon ball z: chikyû marugoto chôkessen,3,1,5,5
3096,3152,minuscule: la vallée des fourmis perdues,3,1,5,5
3097,3153,the haunted house: the sky ghost vs jormungandr,3,1,5,5
3098,3154,curious george 2: follow that monkey!,3,5,3,2
3099,3155,gekijô-ban hagane no renkinjutsushi: shanbara wo yuku mono,3,1,5,5
3100,3156,the water babies,3,5,17,27
3101,3157,spark: a space tail,3,1,5,5
3102,3158,valhalla,3,5,17,27
3103,3159,appurushido: ekusu makina,3,1,5,5
3104,3160,fly me to the moon,3,5,17,27
3105,3161,panique au village,3,5,3,2
3106,3162,the miracle maker,3,13,0,133
3107,3163,kôkaku kidôtai shin gekijôban,3,1,11,28
3108,3164,one piece: nejimaki shima no bôken,3,5,3,2
3109,3165,the larva island movie,3,5,3,2
3110,3166,henchmen,3,6,17,60
3111,3167,une vie de chat,3,5,3,2
3112,3168,vynález zkázy,3,5,15,53
3113,3169,gekijô-ban naruto: daikôfun! mikazukijima no animaru panikku dattebayo!,3,1,5,5
3114,3170,gekijouban shingeki no kyojin zenpen: guren no yumiya,3,1,5,5
3115,3171,cheap,3,6,15,139
3116,3172,winnie the pooh: a very merry pooh year,3,6,0,64
3117,3173,kozí príbeh,3,6,17,60
3118,3174,gekijouban fate/stay night: heaven's feel - i. presage flower,3,1,5,5
3119,3175,melody time,3,6,17,60
3120,3176,gojira: hoshi wo kû mono,3,1,5,5
3121,3177,drømmebyggerne,3,5,3,2
3122,3178,the boxcar children,3,5,17,27
3123,3179,gekijouban ano hi mita hana no namae wo bokutachi wa mada shiranai.,3,5,0,12
3124,3180,kirikou et la sorcière,3,5,17,27
3125,3181,felix the cat: the movie,3,5,3,2
3126,3182,gekijouban bleach: jigokuhen,3,1,5,5
3127,3183,my dream is yours,3,6,1,216
3128,3184,pinocchio 3000,3,16,15,101
3129,3185,icare,3,5,17,27
3130,3186,unicorn wars,3,1,3,62
3131,3187,spycies,3,1,3,62
3132,3188,kidô senshi gundam,3,1,5,5
3133,3189,pierre the pigeon-hawk,3,6,17,60
3134,3190,the prestige,0,10,11,49
3135,3191,arrival,0,10,11,49
3136,3192,ex machina,0,11,6,93
3137,3193,eternal sunshine of the spotless mind,0,7,11,57
3138,3194,the fountain,0,10,4,113
3139,3195,donnie darko,0,10,11,49
3140,3196,her,0,7,11,57
3141,3197,lucy in the sky,0,7,11,57
3142,3198,contact,0,10,11,49
3143,3199,passengers,0,7,11,57
3144,3200,the butterfly effect,0,11,6,93
3145,3201,gattaca,0,11,6,93
3146,3202,moon,0,10,11,49
3147,3203,reminiscence,7,7,11,222
3148,3204,coherence,0,10,11,49
3149,3205,twelve monkeys,7,11,6,130
3150,3206,cloud atlas,0,10,11,49
3151,3207,never let me go,0,7,11,57
3152,3208,the in between,0,7,11,57
3153,3209,signs,0,10,11,49
3154,3210,i think we're alone now,0,10,11,49
3155,3211,archive,0,10,11,49
3156,3212,freaks,0,10,11,49
3157,3213,unbreakable,0,10,11,49
3158,3214,soylent green,10,10,11,199
3159,3215,the giver,0,7,11,57
3160,3216,the arrival,7,11,6,130
3161,3217,in the shadow of the moon,10,10,11,199
3162,3218,press play,2,7,11,200
3163,3219,the handmaid's tale,0,7,11,57
3164,3220,level 16,0,11,6,93
3165,3221,the adjustment bureau,6,11,6,226
3166,3222,transcendence,1,0,11,285
3167,3223,replicas,0,11,6,93
3168,3224,corrective measures,1,11,6,42
3169,3225,the circle,0,11,6,93
3170,3226,cowboys &amp; aliens,1,11,6,42
3171,3227,johnny mnemonic,1,0,11,285
3172,3228,i am mother,0,10,11,49
3173,3229,i origins,0,10,4,113
3174,3230,surrogates,1,11,6,42
3175,3231,doomsday,1,11,6,42
3176,3232,moonshot,4,7,11,79
3177,3233,extinction,1,0,11,285
3178,3234,robocop 2,1,14,11,100
3179,3235,repo man,1,6,14,45
3180,3236,the nutty professor,4,7,11,79
3181,3237,"dude, where's my car?",4,10,11,158
3182,3238,mute,7,11,6,130
3183,3239,solaris,0,10,11,49
3184,3240,strange days,10,0,11,38
3185,3241,primer,0,11,6,93
3186,3242,the signal,0,10,11,49
3187,3243,how it ends,1,0,9,81
3188,3244,frequency,10,0,9,136
3189,3246,ultrasound,0,10,11,49
3190,3247,cryo,7,11,6,130
3191,3248,gamer,1,11,6,42
3192,3249,self/less,1,10,11,134
3193,3250,mother/android,0,11,6,93
3194,3251,judge dredd,1,14,11,100
3195,3252,the war of the worlds,1,11,6,42
3196,3253,monsters,5,0,4,143
3197,3254,k-pax,0,10,11,49
3198,3255,the manchurian candidate,0,10,11,49
3199,3256,criminal,1,11,6,42
3200,3257,superman iv: the quest for peace,1,5,11,18
3201,3258,anon,10,11,6,250
3202,3259,swan song,0,7,11,57
3203,3260,songbird,0,11,6,93
3204,3261,darkman,1,11,6,42
3205,3262,next,1,11,6,42
3206,3263,metal gear solid,1,5,11,18
3207,3264,star trek iv: the voyage home,1,5,3,4
3208,3265,live die repeat and repeat,1,5,11,18
3209,3266,kaboom,4,10,4,31
3210,3268,the 6th day,1,10,11,134
3211,3269,venom 3,1,5,11,18
3212,3270,paycheck,1,10,11,134
3213,3271,the darkest minds,1,5,0,260
3214,3272,the core,1,5,11,18
3215,3273,bicentennial man,4,0,11,140
3216,3274,take shelter,0,11,6,93
3217,3275,spy kids 2: island of lost dreams,1,5,3,4
3218,3276,little fish,0,7,11,57
3219,3277,star trek: nemesis,1,5,11,18
3220,3278,the rover,1,14,0,269
3221,3279,the thirteenth floor,7,11,6,130
3222,3280,death race 2000,1,6,11,401
3223,3281,code 8,1,14,0,269
3224,3282,untitled mad max project,1,5,11,18
3225,3283,chain reaction,1,0,11,285
3226,3284,seeking a friend for the end of the world,5,6,0,44
3227,3285,zvyozdniy razum,5,11,6,154
3228,3286,another earth,0,7,11,57
3229,3287,carriers,1,5,0,260
3230,3288,vikram,1,5,11,18
3231,3289,apex,1,11,6,42
3232,3290,perfect sense,0,7,11,57
3233,3291,southland tales,4,0,9,146
3234,3292,iron sky,1,5,3,4
3235,3293,abre los ojos,0,10,11,49
3236,3294,rim of the world,1,5,3,4
3237,3295,how i live now,1,5,0,260
3238,3296,enemy mine,1,5,0,260
3239,3297,nuevo orden,10,0,11,38
3240,3298,the vast of night,0,10,11,49
3241,3299,the x files,0,10,11,49
3242,3300,mac and me,5,6,17,13
3243,3301,2:22,0,10,4,113
3244,3302,dr. who and the daleks,5,0,11,125
3245,3303,encounter,0,11,6,93
3246,3304,the double,4,0,9,146
3247,3305,battle beyond the stars,1,5,11,18
3248,3306,thx 1138,0,11,6,93
3249,3307,the andromeda strain,7,11,6,130
3250,3308,voyage to the bottom of the sea,1,5,11,18
3251,3309,volcano,1,0,11,285
3252,3310,attack the block,1,5,3,4
3253,3311,flubber,4,16,11,192
3254,3312,2046,0,7,11,57
3255,3313,spaceman,5,0,11,125
3256,3314,who am i - kein system ist sicher,10,0,9,136
3257,3315,prospect,5,0,11,125
3258,3316,star trek iii: the search for spock,1,5,11,18
3259,3317,65,5,0,11,125
3260,3318,europa report,5,0,9,50
3261,3319,spectral,1,5,11,18
3262,3320,forever young,0,7,11,57
3263,3321,the titan,0,10,4,113
3264,3322,these final hours,0,11,6,93
3265,3323,jiu jitsu,1,11,6,42
3266,3324,inspector gadget,1,5,3,4
3267,3325,the boys from brazil,0,10,11,49
3268,3326,cherry 2000,1,5,3,4
3269,3327,star trek: generations,1,5,9,8
3270,3328,robocop 3,1,14,11,100
3271,3329,the space between us,0,7,11,57
3272,3330,cyborg,1,11,6,42
3273,3331,virtuosity,1,14,11,100
3274,3332,stealth,1,5,11,18
3275,3333,monsters of man,1,11,6,42
3276,3334,junior,4,7,11,79
3277,3335,the one,1,11,6,42
3278,3336,fahrenheit 451,0,11,6,93
3279,3337,soldier,1,0,11,285
3280,3338,red planet,1,11,6,42
3281,3339,hotel artemis,1,14,0,269
3282,3340,monster trucks,1,5,3,4
3283,3341,the division,1,11,6,42
3284,3342,parallel,0,10,11,49
3285,3343,the final countdown,1,5,11,18
3286,3344,risen,0,11,6,93
3287,3345,the silencers,1,5,3,4
3288,3346,the omega man,1,0,11,285
3289,3347,escape plan 2: hades,1,14,9,148
3290,3348,sphere,1,10,11,134
3291,3349,congo,1,5,9,8
3292,3350,superintelligence,1,6,4,188
3293,3351,daleks' invasion earth 2150 a.d.,5,0,11,125
3294,3352,timecop,1,14,11,100
3295,3353,runaway,1,14,11,100
3296,3354,babylon a.d.,1,5,11,18
3297,3355,womb,0,7,11,57
3298,3356,star trek: insurrection,1,5,11,18
3299,3357,light of my life,0,11,6,93
3300,3358,outland,1,14,11,100
3301,3359,spacecamp,5,16,11,109
3302,3360,skyline,1,11,6,42
3303,3361,"honey, i blew up the kid",5,6,17,13
3304,3362,hot tub time machine 2,4,10,11,158
3305,3363,los cronocrímenes,7,11,6,130
3306,3364,the darkest hour,1,5,12,85
3307,3365,fantastic voyage,5,16,11,109
3308,3366,the astronaut's wife,0,11,6,93
3309,3367,mission to mars,5,11,6,154
3310,3368,psycho goreman,4,12,11,97
3311,3369,the discovery,0,7,11,57
3312,3370,the fantastic four,1,5,17,51
3313,3371,the flintstones in viva rock vegas,4,16,4,141
3314,3372,the tuxedo,1,6,11,401
3315,3373,kairo,8,10,11,14
3316,3374,bride of frankenstein,0,12,11,29
3317,3375,liu lang di qiu,1,5,11,18
3318,3376,settlers,0,11,6,93
3319,3377,tekken,1,14,0,269
3320,3378,nowhere,4,0,11,140
3321,3379,no escape,1,0,11,285
3322,3380,the lazarus effect,8,10,11,14
3323,3381,skylines,1,5,11,18
3324,3382,god told me to,10,12,11,99
